video_id,label,dataset,method,split,n_crops
celeb-df-v2__Celeb-synthesis__id40_id43_0009,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id16_id3_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id50_id51_0009,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id49_id56_0002,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id37_id31_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id23_id17_0006,1,celeb-df-v2,Celeb-synthesis,val,8
celeb-df-v2__Celeb-synthesis__id30_id29_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id28_id1_0006,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id46_id47_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id20_id25_0000,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id28_id19_0006,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id17_id30_0004,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id37_id35_0002,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id45_id41_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id47_id43_0007,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id26_id32_0002,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id40_id48_0008,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id16_id3_0013,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id50_id49_0004,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id21_id17_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id30_id28_0005,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id35_id34_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id21_id1_0008,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id35_id1_0007,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id37_id26_0008,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id37_id31_0001,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id28_id33_0003,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id32_id35_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id47_id41_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id22_id20_0002,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id38_id35_0006,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id6_id23_0005,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id33_id34_0000,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id30_id33_0000,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id53_id58_0006,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id54_id55_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id57_id53_0008,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id3_id9_0008,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id23_id2_0009,1,celeb-df-v2,Celeb-synthesis,val,8
celeb-df-v2__Celeb-synthesis__id33_id35_0001,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id28_id1_0008,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id0_id28_0001,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id56_id49_0008,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id23_id3_0006,1,celeb-df-v2,Celeb-synthesis,val,8
celeb-df-v2__Celeb-synthesis__id6_id30_0007,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id28_id24_0004,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id21_id33_0000,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id8_id1_0002,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id23_id0_0004,1,celeb-df-v2,Celeb-synthesis,val,8
celeb-df-v2__Celeb-synthesis__id33_id34_0004,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id1_id9_0001,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id1_id6_0007,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id17_id26_0005,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id29_id21_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id4_id1_0005,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id31_id20_0003,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id46_id42_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id4_id31_0003,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id26_id2_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id30_id33_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id17_id37_0007,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id0_id28_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id6_id28_0002,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id56_id55_0002,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id30_id3_0007,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id16_id6_0005,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id28_id32_0000,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id45_id42_0008,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id16_id20_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id45_id40_0002,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id6_id16_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id16_id17_0005,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id21_id22_0005,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id31_id34_0002,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id42_id44_0000,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id10_id11_0007,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id9_id3_0007,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id61_id59_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id28_id17_0009,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id38_id26_0008,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id21_id25_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id26_id31_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id46_id45_0001,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id11_id7_0000,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id54_id55_0007,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id16_id20_0005,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id11_id7_0002,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id24_id28_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id50_id57_0002,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id37_id3_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id31_id34_0000,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id35_id23_0007,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id16_id3_0000,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id30_id23_0000,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id17_id35_0005,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id31_id21_0000,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id58_id55_0008,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id30_id6_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id2_id35_0003,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id21_id16_0002,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id1_id37_0002,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id38_id30_0009,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id31_id3_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id23_id25_0000,1,celeb-df-v2,Celeb-synthesis,val,8
celeb-df-v2__Celeb-synthesis__id31_id23_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id52_id54_0009,1,celeb-df-v2,Celeb-synthesis,val,8
celeb-df-v2__Celeb-synthesis__id41_id42_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id3_id20_0005,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id1_id35_0001,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id2_id35_0002,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id21_id27_0008,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id47_id42_0000,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id17_id9_0005,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id28_id20_0008,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id9_id1_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id56_id52_0006,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id11_id7_0003,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id9_id0_0003,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id48_id39_0008,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id37_id38_0001,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id35_id23_0008,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id20_id37_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id34_id21_0005,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id38_id30_0005,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id4_id6_0008,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id0_id16_0007,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id31_id32_0003,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id9_id23_0005,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id48_id43_0002,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id60_id61_0005,1,celeb-df-v2,Celeb-synthesis,val,8
celeb-df-v2__Celeb-synthesis__id24_id19_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id59_id61_0006,1,celeb-df-v2,Celeb-synthesis,val,8
celeb-df-v2__Celeb-synthesis__id48_id41_0002,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id46_id39_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id42_id41_0000,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id28_id33_0006,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id9_id1_0008,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id3_id4_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id3_id23_0007,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id58_id54_0003,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id20_id16_0001,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id13_id7_0007,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id57_id49_0007,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id26_id16_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id4_id37_0007,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id35_id33_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id21_id6_0007,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id20_id29_0008,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id48_id47_0008,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id28_id21_0005,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id4_id2_0008,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id49_id55_0007,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id10_id13_0008,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id39_id42_0001,1,celeb-df-v2,Celeb-synthesis,val,8
celeb-df-v2__Celeb-synthesis__id3_id17_0005,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id46_id39_0002,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id2_id4_0001,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id20_id37_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id53_id52_0007,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id19_id25_0006,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id28_id26_0008,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id30_id26_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id8_id3_0003,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id34_id31_0005,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id44_id42_0003,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id26_id1_0003,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id17_id21_0000,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id26_id22_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id30_id23_0007,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id51_id53_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id32_id30_0005,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id37_id33_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id0_id23_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id10_id12_0001,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id26_id1_0000,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id47_id45_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id0_id26_0008,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id43_id46_0008,1,celeb-df-v2,Celeb-synthesis,val,8
celeb-df-v2__Celeb-synthesis__id16_id20_0000,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id3_id9_0000,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id56_id53_0005,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id52_id53_0008,1,celeb-df-v2,Celeb-synthesis,val,8
celeb-df-v2__Celeb-synthesis__id54_id56_0005,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id2_id37_0001,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id16_id0_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id31_id37_0001,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id43_id42_0005,1,celeb-df-v2,Celeb-synthesis,val,8
celeb-df-v2__Celeb-synthesis__id20_id4_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id2_id1_0003,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id28_id30_0006,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id29_id34_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id2_id28_0009,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id31_id26_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id9_id4_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id23_id4_0009,1,celeb-df-v2,Celeb-synthesis,val,8
celeb-df-v2__Celeb-synthesis__id5_id61_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id1_id3_0002,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id37_id2_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id49_id57_0001,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id7_id13_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id23_id9_0002,1,celeb-df-v2,Celeb-synthesis,val,8
celeb-df-v2__Celeb-synthesis__id32_id26_0000,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id19_id26_0009,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id1_id26_0004,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id26_id0_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id29_id26_0008,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id1_id2_0001,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id38_id23_0006,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id35_id31_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id47_id42_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id38_id30_0001,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id9_id30_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id49_id58_0004,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id20_id37_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id34_id28_0005,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id47_id41_0001,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id38_id33_0006,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id16_id35_0007,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id31_id1_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id1_id0_0007,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id34_id31_0000,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id17_id20_0005,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id21_id20_0007,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id56_id57_0006,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id34_id35_0001,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id28_id37_0002,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id30_id9_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id37_id9_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id21_id16_0008,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id17_id1_0006,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id52_id58_0007,1,celeb-df-v2,Celeb-synthesis,val,8
celeb-df-v2__Celeb-synthesis__id21_id16_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id35_id23_0006,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id4_id0_0003,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id2_id0_0006,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id55_id49_0009,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id1_id28_0004,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id35_id31_0003,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id9_id35_0000,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id37_id28_0007,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id25_id23_0008,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id20_id4_0005,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id23_id26_0006,1,celeb-df-v2,Celeb-synthesis,val,8
celeb-df-v2__Celeb-synthesis__id35_id33_0003,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id4_id28_0005,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id57_id56_0002,1,celeb-df-v2,Celeb-synthesis,test,8
celeb-df-v2__Celeb-synthesis__id47_id40_0007,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id21_id1_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id35_id6_0001,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id0_id4_0005,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id16_id23_0003,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id21_id17_0005,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id58_id51_0006,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id6_id35_0001,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id49_id50_0007,1,celeb-df-v2,Celeb-synthesis,holdout,8
celeb-df-v2__Celeb-synthesis__id16_id21_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id23_id31_0006,1,celeb-df-v2,Celeb-synthesis,val,8
celeb-df-v2__Celeb-synthesis__id54_id49_0008,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id47_id48_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id12_id10_0006,1,celeb-df-v2,Celeb-synthesis,val,8
celeb-df-v2__Celeb-synthesis__id7_id12_0004,1,celeb-df-v2,Celeb-synthesis,train,8
celeb-df-v2__Celeb-synthesis__id30_id31_0004,1,celeb-df-v2,Celeb-synthesis,train,8
